Crop,Mandi,Price,Date
Wheat,Chandur Bazar,2460,09-06-2023
Wheat,Ausa,2451,09-06-2023
Onion,Amrawati(Frui & Veg. Market),1250,09-06-2023
Wheat,Katol,2120,09-06-2023
Wheat,Ashti(Karanja),2250,09-06-2023
Potato,Vashi New Mumbai,1100,09-06-2023
Potato,Amrawati(Frui & Veg. Market),1050,09-06-2023
Wheat,Gangakhed,2100,09-06-2023
Tomato,Navapur,1040,09-06-2023
Wheat,Nandgaon,2500,09-06-2023
Onion,Akola,800,09-06-2023
Onion,Sinner,600,09-06-2023
Potato,Rahata,1550,09-06-2023
Potato,Vai,1750,09-06-2023
Potato,Bhusaval,2000,09-06-2023
Wheat,Dharangaon,2240,09-06-2023
Onion,Lasalgaon(Vinchur),950,09-06-2023
Wheat,Loha,2000,09-06-2023
Onion,Amba,1100,09-06-2023
Wheat,Lasalgaon(Niphad),2300,09-06-2023
Onion,Rahata,1000,09-06-2023
Potato,Akola,1200,09-06-2023
Onion,Nagpur,925,10-06-2023
Onion,Rahuri(Vambori),600,10-06-2023
Onion,Pune(Pimpri),1000,10-06-2023
Tomato,Chandrapur(Ganjwad),1200,10-06-2023
Tomato,Satara,1750,10-06-2023
Tomato,Rahuri,1900,10-06-2023
Potato,Solapur,1400,10-06-2023
Onion,Chandrapur(Ganjwad),1500,10-06-2023
Onion,Akole,1051,10-06-2023
Potato,Rahata,1500,10-06-2023
Potato,Rahuri,1550,10-06-2023
Potato,Khed(Chakan),1500,10-06-2023
Tomato,Palus,1800,10-06-2023
Tomato,Panvel,1900,10-06-2023
Potato,Vadgaonpeth,1600,10-06-2023
Wheat,Lasalgaon(Niphad),2325,10-06-2023
Tomato,Pune(Khadiki),1000,10-06-2023
Potato,Ramtek,1900,10-06-2023
Wheat,Hingoli,2500,10-06-2023
Onion,Akola,700,10-06-2023
Wheat,Kada,2300,10-06-2023
Onion,Dhule,740,10-06-2023
Potato,Akluj,1500,10-06-2023
Wheat,Gevrai,2500,10-06-2023
Tomato,Vai,1500,10-06-2023
Tomato,Pune(Moshi),1200,10-06-2023
Tomato,Nagpur,2750,10-06-2023
Tomato,Phaltan,1619,10-06-2023
Potato,Junnar(Narayangaon),1450,10-06-2023
Onion,Kolhapur,1000,10-06-2023
Potato,Amrawati(Frui & Veg. Market),1050,10-06-2023
Onion,Manmad,750,10-06-2023
Tomato,Solapur,1500,10-06-2023
Onion,Khed(Chakan),1000,10-06-2023
Tomato,Pen,2400,10-06-2023
Wheat,Akola,2520,10-06-2023
Tomato,Pimpalgaon,1505,10-06-2023
Wheat,Amarawati,2275,10-06-2023
Wheat,Amarawati,2525,10-06-2023
Tomato,Vadgaonpeth,1600,10-06-2023
Onion,Lasalgaon(Vinchur),850,10-06-2023
Onion,Karad,1500,10-06-2023
Onion,Junnar(Narayangaon),800,10-06-2023
Tomato,Rahata,1300,10-06-2023
Tomato,Ghoti,900,10-06-2023
Onion,Amrawati(Frui & Veg. Market),1250,10-06-2023
Wheat,Aurad Shahajani,2626,10-06-2023
Wheat,Barshi,2700,10-06-2023
Wheat,Beed,2672,10-06-2023
Potato,Nagpur,1150,10-06-2023
Wheat,Chopada,2342,10-06-2023
Onion,Chandvad,760,10-06-2023
Potato,Akola,1200,10-06-2023
Onion,Ahmednagar,750,10-06-2023
Wheat,Pachora,2311,10-06-2023
Potato,Ahmednagar,1510,10-06-2023
Wheat,Bhandara,2300,10-06-2023
Potato,Shrirampur,1300,10-06-2023
Tomato,Karad,1200,10-06-2023
Tomato,Khed(Chakan),1700,10-06-2023
Onion,Kopargaon,750,10-06-2023
Onion,Pimpalgaon,950,10-06-2023
Tomato,Junnar(Narayangaon),2000,10-06-2023
Potato,Satara,1450,10-06-2023
Tomato,Bhusaval,800,10-06-2023
Onion,Nagpur,1300,10-06-2023
Tomato,Amrawati(Frui & Veg. Market),1800,10-06-2023
Tomato,Jalgaon,800,10-06-2023
Onion,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,428.48,10-06-2023
Tomato,Pune(Pimpri),1500,10-06-2023
Potato,Jalgaon,1000,10-06-2023
Potato,Pune(Manjri),1400,10-06-2023
Tomato,Shrirampur,1500,10-06-2023
Onion,Yeola,800,10-06-2023
Tomato,Kamthi,1600,10-06-2023
Onion,Lasalgaon,930,10-06-2023
Onion,Vadgaonpeth,1200,10-06-2023
Wheat,Anajngaon,2050,10-06-2023
Onion,Bhusaval,500,10-06-2023
Wheat,Nandgaon,2350,10-06-2023
Wheat,Umared,2400,10-06-2023
Wheat,Sangli,3200,10-06-2023
Wheat,Vasai,3560,10-06-2023
Onion,"Sangli(Phale, Bhajipura Market)",800,10-06-2023
Onion,Jamkhed,775,10-06-2023
Wheat,Mumbai,4400,10-06-2023
Tomato,Kalmeshwar,1050,10-06-2023
Tomato,Nagpur,3350,10-06-2023
Wheat,Yawal,2650,10-06-2023
Wheat,Majalgaon,2425,10-06-2023
Onion,Jalgaon,685,10-06-2023
Wheat,Shevgaon(Bodhegaon),2200,10-06-2023
Wheat,Shevgaon,2050,10-06-2023
Tomato,Mumbai,1400,10-06-2023
Wheat,Parbhani,2750,10-06-2023
Wheat,Rahata,2275,10-06-2023
Wheat,Pathari,2300,10-06-2023
Onion,Baramati,1100,10-06-2023
Potato,Pune(Moshi),750,10-06-2023
Tomato,Navapur,1040,10-06-2023
Onion,Newasa(Ghodegaon),800,10-06-2023
Onion,Pimpalgaon Baswant(Saykheda),740,10-06-2023
Wheat,Dhamngaon-Railway,2300,10-06-2023
Wheat,Parola,2424,10-06-2023
Onion,Kamthi,1400,10-06-2023
Potato,Vashi New Mumbai,1100,10-06-2023
Wheat,Shrirampur,2100,10-06-2023
Wheat,Solapur,2665,10-06-2023
Wheat,Sindi(Selu),2300,10-06-2023
Onion,Ramtek,1500,10-06-2023
Potato,"Sangli(Phale, Bhajipura Market)",1700,10-06-2023
Wheat,Vaduj,2400,10-06-2023
Onion,Vashi New Mumbai,1000,10-06-2023
Wheat,Karjat(Raigad),2200,10-06-2023
Wheat,Shrirampur(Belapur),2000,10-06-2023
Wheat,Kopargaon,2350,10-06-2023
Tomato,Ahmednagar,700,10-06-2023
Onion,Shevgaon,1000,10-06-2023
Wheat,Savner,2250,10-06-2023
Tomato,Pune(Manjri),1400,10-06-2023
Onion,Pandharpur,900,10-06-2023
Tomato,Mangal Wedha,1400,10-06-2023
Tomato,Ramtek,2200,10-06-2023
Wheat,Hinganghat,2210,10-06-2023
Wheat,Malegaon,2321,10-06-2023
Onion,Shevgaon,300,10-06-2023
Tomato,Patan,800,10-06-2023
Onion,Shevgaon,700,10-06-2023
Wheat,Pulgaon,2250,10-06-2023
Tomato,Kolhapur,1800,10-06-2023
Potato,Pune(Khadiki),1300,10-06-2023
Wheat,Telhara,2230,10-06-2023
Onion,Pune(Manjri),700,10-06-2023
Onion,Pune(Moshi),600,10-06-2023
Wheat,Pune,4500,10-06-2023
Wheat,Rahuri(Vambori),2250,10-06-2023
Onion,Pune(Khadiki),700,10-06-2023
Onion,Dindori(Vani),850,10-06-2023
Wheat,Yeola,2180,10-06-2023
Wheat,Loha,2500,10-06-2023
Wheat,Tumsar,2235,10-06-2023
Wheat,Patur,2134,10-06-2023
Wheat,Pathardi,2100,10-06-2023
Wheat,Raver,2235,10-06-2023
Wheat,Lasalgaon(Vinchur),2350,10-06-2023
Onion,Lasalgaon(Niphad),700,10-06-2023
Onion,Solapur,950,10-06-2023
Onion,Satara,1000,10-06-2023
Tomato,Sangamner,1125,10-06-2023
Wheat,Rahuri,2275,10-06-2023
Tomato,Kolhapur,2000,11-06-2023
Potato,Khed(Chakan),1500,11-06-2023
Tomato,Islampur,1750,11-06-2023
Potato,Junnar(Narayangaon),1350,11-06-2023
Potato,Pune(Moshi),1250,11-06-2023
Tomato,Kamthi,1800,11-06-2023
Onion,Pune(Moshi),600,11-06-2023
Potato,Rahuri,1500,11-06-2023
Onion,Pune(Pimpri),800,11-06-2023
Tomato,Rahata,1700,11-06-2023
Potato,Islampur,1700,11-06-2023
Potato,Pune,1500,11-06-2023
Potato,Junnar,1450,11-06-2023
Tomato,Karad,1700,11-06-2023
Onion,Khed(Chakan),1000,11-06-2023
Potato,Ahmednagar,1650,11-06-2023
Onion,Vai,550,11-06-2023
Tomato,Rahuri,1900,11-06-2023
Onion,Akluj,900,11-06-2023
Wheat,Parbhani,2600,11-06-2023
Onion,Satara,1000,11-06-2023
Onion,Amrawati(Frui & Veg. Market),1300,11-06-2023
Wheat,Katol,2250,11-06-2023
Tomato,Satara,1500,11-06-2023
Tomato,Mangal Wedha,1800,11-06-2023
Onion,Karad,1400,11-06-2023
Tomato,Palus,1700,11-06-2023
Onion,Junnar(Narayangaon),800,11-06-2023
Wheat,Shevgaon,2050,11-06-2023
Wheat,Dound,2300,11-06-2023
Tomato,Pune(Pimpri),1400,11-06-2023
Onion,Akole,1051,11-06-2023
Tomato,Pune(Khadiki),1050,11-06-2023
Onion,Junnar(Alephata),1100,11-06-2023
Wheat,Tumsar,2231,11-06-2023
Potato,Bhusaval,2000,11-06-2023
Wheat,Kada,2300,11-06-2023
Tomato,Vai,1400,11-06-2023
Tomato,Pimpalgaon,1150,11-06-2023
Potato,Pune(Khadiki),1300,11-06-2023
Onion,Bhusaval,600,11-06-2023
Potato,Ramtek,1500,11-06-2023
Potato,Pune(Manjri),1400,11-06-2023
Wheat,Shrirampur(Belapur),1800,11-06-2023
Potato,Shrirampur,1300,11-06-2023
Onion,Parner,825,11-06-2023
Potato,Amrawati(Frui & Veg. Market),1100,11-06-2023
Tomato,Shrirampur,1250,11-06-2023
Tomato,Pune(Manjri),2500,11-06-2023
Onion,Pathardi,800,11-06-2023
Onion,Pune(Khadiki),750,11-06-2023
Tomato,Amrawati(Frui & Veg. Market),2400,11-06-2023
Tomato,Navapur,1840,11-06-2023
Wheat,Ulhasnagar,3200,11-06-2023
Onion,Shrigonda,700,11-06-2023
Tomato,Ahmednagar,1200,11-06-2023
Onion,Nagpur,1025,11-06-2023
Tomato,Nasik,1750,11-06-2023
Potato,Akluj,1400,11-06-2023
Wheat,Phaltan,2500,11-06-2023
Tomato,Junnar(Narayangaon),2500,11-06-2023
Onion,Kamthi,1400,11-06-2023
Wheat,Ramtek,2312,11-06-2023
Tomato,Ramtek,2200,11-06-2023
Onion,Rahuri,700,11-06-2023
Onion,Pune(Manjri),700,11-06-2023
Wheat,Balapur,2050,11-06-2023
Tomato,Kalmeshwar,1815,11-06-2023
Potato,Rahata,1550,11-06-2023
Potato,Pen,1600,11-06-2023
Onion,Pune,900,11-06-2023
Onion,Ramtek,1900,11-06-2023
Tomato,Phaltan,1182,11-06-2023
Tomato,Pune(Moshi),2250,11-06-2023
Potato,Nagpur,1025,11-06-2023
Tomato,Khed(Chakan),2000,11-06-2023
Potato,Kamthi,1600,11-06-2023
Onion,Junnar(Otur),1200,11-06-2023
Wheat,Rahuri,2150,11-06-2023
Tomato,Sangamner,1125,11-06-2023
Tomato,Pune,1200,11-06-2023
Onion,Junnar,1000,11-06-2023
Wheat,Karjat(Raigad),2300,11-06-2023
Tomato,Bhusaval,1000,11-06-2023
Tomato,Vai,1900,12-06-2023
Wheat,Beed,2436,12-06-2023
Wheat,Raver,2235,12-06-2023
Wheat,Tumsar,2251,12-06-2023
Onion,Nampur,900,12-06-2023
Wheat,Kalvan,2300,12-06-2023
Wheat,Karmala,2100,12-06-2023
Wheat,Morshi,2150,12-06-2023
Wheat,Rahata,2350,12-06-2023
Wheat,Parbhani,2600,12-06-2023
Wheat,Palghar,2750,12-06-2023
Wheat,Kurdwadi(Modnimb),2600,12-06-2023
Onion,Vashi New Mumbai,900,12-06-2023
Tomato,Pimpalgaon,2400,12-06-2023
Wheat,Amarawati,2300,12-06-2023
Wheat,Ashti(Karanja),2225,12-06-2023
Potato,Vashi New Mumbai,1100,12-06-2023
Wheat,Wardha,2250,12-06-2023
Potato,Shrirampur,1250,12-06-2023
Onion,Yeola,750,12-06-2023
Wheat,Shrirampur(Belapur),1900,12-06-2023
Tomato,Amrawati(Frui & Veg. Market),2250,12-06-2023
Onion,Pune(Pimpri),950,12-06-2023
Wheat,Shevgaon(Bodhegaon),2400,12-06-2023
Onion,Umrane,850,12-06-2023
Tomato,Pen,2400,12-06-2023
Potato,"Sangli(Phale, Bhajipura Market)",1700,12-06-2023
Tomato,Navapur,1840,12-06-2023
Wheat,Manmad,2281,12-06-2023
Wheat,Nandurbar,2375,12-06-2023
Wheat,Ulhasnagar,3250,12-06-2023
Tomato,Junnar(Narayangaon),2500,12-06-2023
Wheat,Tadkalas,2000,12-06-2023
Onion,Sangamner,850,12-06-2023
Wheat,Loha,2500,12-06-2023
Wheat,Shirpur,2300,12-06-2023
Wheat,Kopargaon,2290,12-06-2023
Onion,Jalgaon,600,12-06-2023
Tomato,Jalgaon,1800,12-06-2023
Onion,Solapur,900,12-06-2023
Wheat,Yeola,2191,12-06-2023
Wheat,Nandgaon,2750,12-06-2023
Potato,Chandrapur(Ganjwad),1400,12-06-2023
Wheat,Sangli,3150,12-06-2023
Onion,Satana,715,12-06-2023
Wheat,Rahuri,2100,12-06-2023
Wheat,Majalgaon,2800,12-06-2023
Onion,Pimpalgaon,1050,12-06-2023
Wheat,Jamkhed,2300,12-06-2023
Wheat,Jamkhed,2200,12-06-2023
Onion,Dindori(Vani),925,12-06-2023
Onion,Pratap Nana Mahale Khajgi Bajar Samiti,536.19,12-06-2023
Wheat,Kada,2250,12-06-2023
Wheat,Barshi(Vairag),2200,12-06-2023
Onion,Chandvad,780,12-06-2023
Wheat,Savner,2280,12-06-2023
Onion,Karjat(Raigad),600,12-06-2023
Tomato,Karad,1500,12-06-2023
Wheat,Shevgaon,2050,12-06-2023
Wheat,Solapur,2670,12-06-2023
Onion,Kolhapur,900,12-06-2023
Onion,Lasalgaon(Niphad),751,12-06-2023
Tomato,Satara,1500,12-06-2023
Wheat,Barshi,5500,12-06-2023
Wheat,Chopada,2287,12-06-2023
Tomato,Kolhapur,1800,12-06-2023
Wheat,Nagpur,3150,12-06-2023
Wheat,Mumbai,4400,12-06-2023
Wheat,Katol,2250,12-06-2023
Wheat,Gevrai,2550,12-06-2023
Tomato,Shrirampur,1300,12-06-2023
Onion,Sinner,600,12-06-2023
Wheat,Kille Dharur,2900,12-06-2023
Wheat,Lasalgaon(Vinchur),2302,12-06-2023
Wheat,Lasalgaon,2341,12-06-2023
Wheat,Bhokar,1935,12-06-2023
Onion,Shevgaon,800,12-06-2023
Tomato,Pune(Pimpri),1000,12-06-2023
Wheat,Karjat(Raigad),2300,12-06-2023
Tomato,Kamthi,1600,12-06-2023
Wheat,Nanded,2250,12-06-2023
Onion,Kalvan,851,12-06-2023
Wheat,Mangal Wedha,2700,12-06-2023
Onion,Lasalgaon(Vinchur),951,12-06-2023
Tomato,Pune,1750,12-06-2023
Onion,Nasik,775,12-06-2023
Wheat,Lasalgaon(Niphad),2300,12-06-2023
Onion,Shrirampur,650,12-06-2023
Onion,Newasa(Ghodegaon),800,12-06-2023
Wheat,Gangakhed,2400,12-06-2023
Wheat,Nagpur,2351,12-06-2023
Tomato,Chandrapur(Ganjwad),1400,12-06-2023
Wheat,Dondaicha,2451,12-06-2023
Wheat,Pulgaon,2285,12-06-2023
Wheat,Pathari,2100,12-06-2023
Tomato,Ratnagiri (Nachane),190,12-06-2023
Tomato,Mangal Wedha,1700,12-06-2023
Tomato,Nagpur,3350,12-06-2023
Wheat,Pune,4500,12-06-2023
Tomato,Panvel,3100,12-06-2023
Onion,Pune(Moshi),650,12-06-2023
Onion,Rahuri(Vambori),600,12-06-2023
Tomato,Solapur,1500,12-06-2023
Wheat,Akola,3200,12-06-2023
Wheat,Malegaon,2281,12-06-2023
Onion,Pune,1050,12-06-2023
Wheat,Chandur Bazar,2450,12-06-2023
Tomato,Nagpur,3500,12-06-2023
Wheat,Shrirampur,2200,12-06-2023
Wheat,Ahmedpur,2600,12-06-2023
Onion,Shevgaon,750,12-06-2023
Wheat,Baramati,2350,12-06-2023
Tomato,Rahuri,1900,12-06-2023
Tomato,Pune(Moshi),2250,12-06-2023
Tomato,Pune(Manjri),2000,12-06-2023
Wheat,Pachora,2311,12-06-2023
Onion,Lasalgaon,1000,12-06-2023
Onion,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,648.39,12-06-2023
Onion,"Sangli(Phale, Bhajipura Market)",750,12-06-2023
Onion,Kurdwadi(Modnimb),600,12-06-2023
Wheat,Barshi,2700,12-06-2023
Wheat,Sonpeth,2359,12-06-2023
Wheat,Satana,2400,12-06-2023
Wheat,Shahada,2400,12-06-2023
Wheat,Baramati,2165,12-06-2023
Onion,Pimpalgaon Baswant(Saykheda),780,12-06-2023
Wheat,Dhule,2400,12-06-2023
Tomato,Ghoti,900,12-06-2023
Wheat,Akkalkot,2300,12-06-2023
Onion,Karad,1500,12-06-2023
Tomato,Pune(Khadiki),950,12-06-2023
Wheat,Hinganghat,2115,12-06-2023
Wheat,Ahmednagar,2375,12-06-2023
Wheat,Amalner,2500,12-06-2023
Onion,Kamthi,1400,12-06-2023
Wheat,Akola,2250,12-06-2023
Onion,Lonand,850,12-06-2023
Wheat,Amarawati,2525,12-06-2023
Onion,Satara,1000,12-06-2023
Onion,Junnar(Narayangaon),1000,12-06-2023
Wheat,Telhara,2160,12-06-2023
Tomato,Hingna,2400,12-06-2023
Potato,Pune,1500,12-06-2023
Potato,Solapur,1000,12-06-2023
Potato,Pune(Khadiki),1450,12-06-2023
Potato,Nasik,1250,12-06-2023
Onion,Baramati,1000,12-06-2023
Onion,Amrawati(Frui & Veg. Market),1400,12-06-2023
Onion,Devala,850,12-06-2023
Onion,Mangal Wedha,900,12-06-2023
Onion,Akola,800,12-06-2023
Onion,Dhule,700,12-06-2023
Potato,Akola,1100,12-06-2023
Potato,Satara,1450,12-06-2023
Potato,Pune(Manjri),1600,12-06-2023
Onion,Pune(Manjri),700,12-06-2023
Onion,Shevgaon,300,12-06-2023
Onion,Ahmednagar,750,12-06-2023
Potato,Jalgaon,1000,12-06-2023
Onion,Manmad,810,12-06-2023
Onion,Dindori,851,12-06-2023
Potato,Akluj,1500,12-06-2023
Potato,Pune(Moshi),900,12-06-2023
Potato,Rahuri,1550,12-06-2023
Onion,Chandrapur(Ganjwad),1700,12-06-2023
Potato,Nagpur,1125,12-06-2023
Potato,Junnar(Narayangaon),1300,12-06-2023
Potato,Amrawati(Frui & Veg. Market),1050,12-06-2023
Potato,Kamthi,1600,12-06-2023
Onion,Nandgaon,650,12-06-2023
Onion,Laxmi Sopan Agriculture Produce Marketing Co Ltd,500,01-07-2023
Tomato,Pimpalgaon,5700,01-07-2023
Onion,Kolhapur,1000,01-07-2023
Tomato,Amrawati(Frui & Veg. Market),6250,01-07-2023
Tomato,Shrirampur,2500,01-07-2023
Potato,Khed(Chakan),1600,01-07-2023
Tomato,Jalgaon,5500,01-07-2023
Tomato,Rahuri,2000,01-07-2023
Onion,Pimpalgaon Baswant(Saykheda),1075,01-07-2023
Potato,Solapur,1200,01-07-2023
Tomato,Satara,3500,01-07-2023
Tomato,Pune(Moshi),5000,01-07-2023
Wheat,Rahata,2275,01-07-2023
Tomato,Khed(Chakan),6000,01-07-2023
Onion,Vai,850,01-07-2023
Tomato,Panvel,7500,01-07-2023
Onion,Khed(Chakan),1400,01-07-2023
Wheat,Dhamngaon-Railway,2280,01-07-2023
Wheat,Akola,2345,01-07-2023
Potato,Rahata,1550,01-07-2023
Potato,Vadgaonpeth,1800,01-07-2023
Onion,Solapur,1050,01-07-2023
Potato,Bhusaval,1400,01-07-2023
Onion,Amrawati(Frui & Veg. Market),1750,01-07-2023
Wheat,Parbhani,2500,01-07-2023
Potato,Pen,2200,01-07-2023
Wheat,Ahmednagar,2325,01-07-2023
Potato,Satara,1400,01-07-2023
Tomato,Phaltan,3023,01-07-2023
Onion,Vadgaonpeth,1200,01-07-2023
Onion,Newasa(Ghodegaon),1350,01-07-2023
Tomato,Ahmednagar,4250,01-07-2023
Onion,Pune(Moshi),900,01-07-2023
Wheat,Kopargaon,2238,01-07-2023
Onion,Nagpur,1875,01-07-2023
Onion,"Sangli(Phale, Bhajipura Market)",950,01-07-2023
Onion,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,1140.53,01-07-2023
Potato,Nasik,1350,01-07-2023
Potato,Akola,1300,01-07-2023
Tomato,Pune(Khadiki),2000,01-07-2023
Tomato,Kalmeshwar,5850,01-07-2023
Wheat,Beed,2390,01-07-2023
Tomato,Chandvad,4250,01-07-2023
Tomato,Pune(Manjri),3400,01-07-2023
Wheat,Shevgaon,2225,01-07-2023
Onion,Lasalgaon,1400,01-07-2023
Onion,Nasik,1250,01-07-2023
Wheat,Umared,2400,01-07-2023
Onion,Navapur,480,01-07-2023
Wheat,Tumsar,2150,01-07-2023
Potato,Pune(Moshi),1000,01-07-2023
Onion,Jalgaon,937,01-07-2023
Onion,Pune(Khadiki),1100,01-07-2023
Onion,Karad,1700,01-07-2023
Tomato,Rahata,3700,01-07-2023
Wheat,Chopada,2300,01-07-2023
Wheat,Yawal,2650,01-07-2023
Onion,Junnar(Narayangaon),1500,01-07-2023
Wheat,Hingoli(Kanegoan Naka),2050,01-07-2023
Tomato,Junnar(Narayangaon),5500,01-07-2023
Wheat,Hingoli,2400,01-07-2023
Wheat,Savner,2050,01-07-2023
Tomato,Vai,4500,01-07-2023
Wheat,Yeola,2204,01-07-2023
Wheat,Barshi(Vairag),2100,01-07-2023
Onion,Chandrapur(Ganjwad),1700,01-07-2023
Potato,Amrawati(Frui & Veg. Market),1250,01-07-2023
Tomato,Pandharpur,4000,01-07-2023
Wheat,Gevrai,2400,01-07-2023
Tomato,Karad,4500,01-07-2023
Onion,Shevgaon,1500,01-07-2023
Wheat,Mumbai,4300,01-07-2023
Tomato,Kolhapur,3000,01-07-2023
Wheat,Dhule,2380,01-07-2023
Wheat,Amarawati,2525,01-07-2023
Onion,Lasalgaon(Niphad),1300,01-07-2023
Tomato,Vadgaonpeth,3500,01-07-2023
Wheat,Karjat(Raigad),2400,01-07-2023
Potato,Rahuri,1650,01-07-2023
Wheat,Patur,2094,01-07-2023
Onion,Kopargaon,1350,01-07-2023
Wheat,Pathardi,2300,01-07-2023
Wheat,Amarawati,2275,01-07-2023
Onion,Dindori,1251,01-07-2023
Wheat,Solapur,2670,01-07-2023
Wheat,Sangli,3250,01-07-2023
Onion,Shevgaon,1600,01-07-2023
Onion,Yeola,1350,01-07-2023
Potato,Nagpur,1225,01-07-2023
Onion,Dindori(Vani),1424,01-07-2023
Wheat,Vaduj,2300,01-07-2023
Onion,Baramati,1100,01-07-2023
Onion,Pune(Pimpri),1200,01-07-2023
Wheat,Dharni,1850,01-07-2023
Potato,Jalgaon,1000,01-07-2023
Tomato,Navapur,4625,01-07-2023
Tomato,Chandrapur(Ganjwad),7000,01-07-2023
Wheat,Sindi(Selu),2200,01-07-2023
Potato,"Sangli(Phale, Bhajipura Market)",1400,01-07-2023
Potato,Vashi New Mumbai,1250,01-07-2023
Tomato,Mumbai,4600,01-07-2023
Onion,Vashi New Mumbai,1300,01-07-2023
Wheat,Vasai,3460,01-07-2023
Onion,Chandvad,1350,01-07-2023
Wheat,Rahuri,2175,01-07-2023
Wheat,Jamkhed,2200,01-07-2023
Wheat,Pune,4600,01-07-2023
Wheat,Majalgaon,2950,01-07-2023
Tomato,Sangamner,4250,01-07-2023
Wheat,Rahuri(Vambori),2275,01-07-2023
Onion,Pimpalgaon,1425,01-07-2023
Onion,Shevgaon,700,01-07-2023
Wheat,Latur,2860,01-07-2023
Wheat,Palghar,2955,01-07-2023
Wheat,Nandgaon,2650,01-07-2023
Onion,Akola,1200,01-07-2023
Potato,Akluj,1500,01-07-2023
Potato,Pune(Manjri),1400,01-07-2023
Tomato,Mangal Wedha,5200,01-07-2023
Onion,Nagpur,1375,01-07-2023
Wheat,Amalner,2500,01-07-2023
Wheat,Ahmedpur,2696,01-07-2023
Onion,Ahmednagar,1100,01-07-2023
Wheat,Anajngaon,2050,01-07-2023
Wheat,Shevgaon(Bodhegaon),2200,01-07-2023
Tomato,Kamthi,11000,01-07-2023
Wheat,Jalgaon(Masawat),2600,01-07-2023
Onion,Dhule,800,01-07-2023
Onion,Rahuri(Vambori),1000,01-07-2023
Potato,Ahmednagar,1200,01-07-2023
Onion,Bhusaval,800,01-07-2023
Onion,Satara,800,01-07-2023
Potato,Shrirampur,850,01-07-2023
Wheat,Bhokar,1600,01-07-2023
Onion,Lasalgaon(Vinchur),1351,01-07-2023
Tomato,Solapur,3500,01-07-2023
Wheat,Lasalgaon(Niphad),2250,01-07-2023
Wheat,Hinganghat,2200,01-07-2023
Tomato,Ramtek,7000,01-07-2023
Potato,Kamthi,1400,02-07-2023
Onion,Khed(Chakan),1400,02-07-2023
Onion,Manchar,2005,02-07-2023
Onion,Karad,1500,02-07-2023
Wheat,Ausa,2711,02-07-2023
Potato,Khed(Chakan),1600,02-07-2023
Wheat,Katol,2200,02-07-2023
Wheat,Kada,2300,02-07-2023
Tomato,Amrawati(Frui & Veg. Market),7000,02-07-2023
Potato,Junnar(Narayangaon),1500,02-07-2023
Potato,Satara,1400,02-07-2023
Onion,Pune(Pimpri),1000,02-07-2023
Onion,Akole,1451,02-07-2023
Onion,Akluj,900,02-07-2023
Tomato,Junnar(Narayangaon),6500,02-07-2023
Onion,Junnar(Alephata),1700,02-07-2023
Onion,Pathardi,900,02-07-2023
Onion,Junnar(Narayangaon),1000,02-07-2023
Onion,Satara,850,02-07-2023
Wheat,Rahuri,2175,02-07-2023
Potato,Rahata,1550,02-07-2023
Onion,Junnar(Otur),1500,02-07-2023
Wheat,Phaltan,2500,02-07-2023
Onion,Navapur,480,02-07-2023
Wheat,Tumsar,2200,02-07-2023
Tomato,Pune(Moshi),5500,02-07-2023
Potato,Pune,1550,02-07-2023
Potato,Vadgaonpeth,1800,02-07-2023
Tomato,Pimpalgaon,5750,02-07-2023
Wheat,Karjat(Raigad),2300,02-07-2023
Potato,Pune(Khadiki),1300,02-07-2023
Tomato,Rahata,3700,02-07-2023
Tomato,Khed(Chakan),7000,02-07-2023
Tomato,Kolhapur,3400,02-07-2023
Tomato,Ramtek,7000,02-07-2023
Potato,Amrawati(Frui & Veg. Market),1300,02-07-2023
Potato,Junnar,1400,02-07-2023
Onion,Rahuri,1050,02-07-2023
Onion,Pune(Moshi),950,02-07-2023
Tomato,Chandvad,4125,02-07-2023
Tomato,Shrirampur,2500,02-07-2023
Tomato,Mangal Wedha,6700,02-07-2023
Onion,Pune,1200,02-07-2023
Tomato,Pune,3500,02-07-2023
Tomato,Sangamner,4250,02-07-2023
Tomato,Kalmeshwar,4810,02-07-2023
Tomato,Navapur,5000,02-07-2023
Tomato,Rahuri,2000,02-07-2023
Tomato,Islampur,580,02-07-2023
Tomato,Satara,4500,02-07-2023
Tomato,Phaltan,3021,02-07-2023
Onion,Vadgaonpeth,1200,02-07-2023
Onion,Parner,1650,02-07-2023
Wheat,Shevgaon,2300,02-07-2023
Potato,Islampur,1700,02-07-2023
Tomato,Bhusaval,5000,02-07-2023
Onion,Pune(Khadiki),1000,02-07-2023
Tomato,Kamthi,10000,02-07-2023
Tomato,Karad,6000,02-07-2023
Onion,Ramtek,1900,02-07-2023
Onion,Karjat(Raigad),950,02-07-2023
Wheat,Dound,2250,02-07-2023
Wheat,Dharni,1850,02-07-2023
Wheat,Balapur,2200,02-07-2023
Potato,Shrirampur,1300,02-07-2023
Potato,Ramtek,1500,02-07-2023
Onion,Kada,700,02-07-2023
Onion,Junnar,1800,02-07-2023
Onion,Amrawati(Frui & Veg. Market),1800,02-07-2023
Potato,Rahuri,1700,02-07-2023
Wheat,Shrirampur(Belapur),2000,02-07-2023
